id	english_technical_name	arabic_technical_name	arabic_layperson_synonym	arabic_definition
HP:0025369	Thick growth plates	الصفائح النمو السميكة	زيادة سماكة صفيحة النمو	زيادة في سماكة (البعد على طول محور العظام) صفيحة النمو.
HP:0025370	Abnormal ossification of the sacrum	خلل في تعظم العجز	خلل في نمو عظمة العجز	تشكل غير طبيعي لنسيج العظام (تعظم) يؤثر على العجز.
HP:0025371	Delayed ossification of the sacrum	تأخر تعظم العجز	نمو عظمة العجز متأخر	تشكُّل نسيج عظام العجز يحدث في وقت متأخر مقارنة بالمعايير العمرية المناسبة.
HP:0025372	Loud snoring	الشخير المرتفع	الشخير بصوت عالي	الشخير بصوت مرتفع أو حجم صوت غير عادي.
HP:0025373	Interictal EEG abnormality	خلل التخطيط الكهربائي للدماغ بين النوبات	خلل موجات الدماغ بين النوبات	يشير مصطلح 'بين النوبات' إلى الفترة الزمنية بين نوبات الصرع. تعتبر الأنماط التخطيطية الكهربائية للدماغ (EEG) مهمة في التشخيص التفريقي للصرع، وعادة ما يكون التخطيط الكهربائي للدماغ غير طبيعي أثناء النوبة. قد يظهر بعض الأشخاص المصابين بنوبات صرعية تشوهات في التخطيط الكهربائي بين النوبات، بينما لا يظهر آخرون ذلك. في بعض الحالات، يجب تسجيل تخطيطات كهربائية متعددة للدماغ بين النوبات حتى تتم ملاحظة تشوه. في معظم الحالات، يختلف نمط بدء النوبة الكهربائي تمامًا عن النشاط المسجل خلال تفريغ بين النوبات.
HP:0025374	Duplicated odontoid process	ازدواج النتوء السني	وجود نتوءين سنيين	وجود نتوءين سنيين مميزين. يُعرف النتوء السني، أيضًا باسم أسنان المحور، بأنه بروز في جسم الفقرة الثانية حيث تدور الفقرة الأولى حوله.
HP:0025375	Orthotopic os odontoideum	عظم السنية الأرثوتوبكية	عظم السنية الأرثوتوبكية	يُصنف عظم السنية إلى نوعين تشريحيين (الأرثوتوبيكي والدستوبيكي). يُعرف عظم السنية بأنها عظم صغير يتكون من أجزاء الجزء السفلي الأملس والمنفصل للسنية. مع عظم السنية الدستوبيكي، يقع العظم بالقرب من القاعدة القحفية أو مدمج مع القاعدة.
HP:0025376	Hyperglutaminuria	فرط الجلوتامين في البول	جلوتامين مرتفع في البول	زيادة تركيز الجلوتامين في البول.
HP:0025377	Triggered by exertion	محفَّز بالمجهود	يحدث بسبب المجهود	يشير إلى علامة أو عَرَض يتم استفزازه أو تحفيزه بواسطة الجهد البدني أو التمارين الرياضية.
HP:0025379	Anti-thyroid peroxidase antibody positivity	إيجابية الأجسام المضادة ضد بيروكسيداز الغدة الدرقية	وجود أجسام مضادة ضد الغدة الدرقية	وجود أجسام مضادة مناعية في المصل تتفاعل ضد أنزيم بيروكسيداز الغدة الدرقية.
HP:0025380	Increased circulating androstenedione concentration	زيادة تركيز الأندروستينيديون في الدورة الدموية	أندروستينيديون مرتفع في الدم	زيادة تركيز الأندروستينيديون في الدورة الدموية.
HP:0025381	Anti-pituitary antibody positivity	إيجابية الأجسام المضادة ضد الغدة النخامية	وجود أجسام مضادة ضد الغدة النخامية	الأجسام المضادة المرتبطة بالنخامية هي علامات على التهاب الغدة النخامية المناعي الذاتي، والذي قد يسبب نقصًا في وظيفة الغدة النخامية.
HP:0025382	Hypodipsia	قلة العطش	شرب ماء قليل	قلة تناول السوائل (الشرب) في وضع سريري حيث يتوقع أن تحفِّز زيادة معدل الصوديوم أو الترابط البلازمي زيادة تناول السوائل.
HP:0025383	Dorsocervical fat pad	وسادة دهنية في العنق الظهري	حدبة في العنق	منطقة تراكم الدهون في الجزء الخلفي من الرقبة على شكل حدبة.
HP:0003362	Increased VLDL cholesterol concentration	زيادة تركيز كوليسترول البروتين الدهني شديد الانخفاض الكثافة	زيادة كوليسترول في الدم	زيادة في كمية كوليسترول البروتين الدهني شديد الانخفاض الكثافة في الدم.
HP:0025593	Superior oblique muscle restriction	قيود العضلة المائلة العليا	محدودية حركة العضلة العليا	قيود ميكانيكية في نطاق حركة العضلة المائلة العليا.
HP:0025594	Superior oblique muscle overaction	فرط حركة العضلة المائلة العليا	زيادة حركة العضلة العليا	اضطراب في حركة العين يتميز بزيادة في نشاط العضلة المائلة العليا مما يؤدي إلى عدم توقف العين إلى الأعلى عند النظر الجانبي. يظهر ذلك في الفحص كأنتشار للعين المتجمعة للأسفل عند توجيه النظر إلى مجال عمل العضلة المائلة السفلى، مما ينتج عنه زيادة حركة العين المتجمعة إلى الأسفل أكثر من العين المسحوبة.
HP:0025595	Superior oblique muscle underaction	نقص حركة العضلة المائلة العليا	ضعف العضلة المائلة العليا	انخفاض الحركة البصرية للعضلة المائلة العليا والتي تتحسن عند اختبار الدوائر، وغالبًا ما يرتبط ذلك بالشلل العصبي.
HP:0025596	Abnormal inferior oblique muscle physiology	خلل في وظائف العضلة المائلة السفلى	خلل في العضلة السفلى	شذوذ وظيفي في العضلة المائلة السفلى، وهي عضلة خارج العين تتمركز خلف الحافة الداخلية السفلية للعين وتكون معصبة بالفرع السفلي للعصب المحرك للعين.
HP:0025597	Inferior oblique muscle restriction	قيود العضلة المائلة السفلى	قيود في حركة العضلة السفلى	قيود ميكانيكية في نطاق حركة العضلة المائلة السفلى.
HP:0025598	Inferior oblique muscle weakness	ضعف العضلة المائلة السفلى	ضعف في العضلة السفلى	نقص في قوة العضلة المائلة السفلى.
HP:0025599	Inferior oblique muscle overaction	فرط حركة العضلة المائلة السفلى	زيادة حركة العضلة السفلى	اضطراب شائع في حركة العين يتميز بعدم توقف العين إلى الأعلى عند النظر الجانبي. عند فرط حركة العضلة المائلة السفلى، يحدث انتشار للعين المتجمعة إلى الأعلى عندما يتم توجيه النظر إلى مجال عمل العضلة المائلة السفلى، مما ينتج عنه زيادة حركة العين المتجمعة إلى الأعلى أكثر من العين المسحوبة.
HP:0025600	Abnormal inferior rectus muscle physiology	خلل في وظائف العضلة المستقيمة السفلية	خلل في العضلة المستقيمة السفلية	شذوذ وظيفي في العضلة المستقيمة السفلية، والتي تتميز بأنها معصبة بالفرع السفلي للعصب المحرك للعين وتعمل في خفض، وجمع، ودوران العين الخارجي.
HP:6000974	Elevated circulating glyoxylic acid concentration	تركيز مرتفع لحمض الجليكزيلك في الدم	زيادة حمض الجليكزيلك في الدم	تركيز حمض الجليكزيلك في الدورة الدموية أعلى من الحد الأعلى الطبيعي.
HP:6000975	Elevated CSF sepiapterin concentration	تركيز مرتفع للسبيابتيرين في السائل الدماغي الشوكي	زيادة السبيابتيرين في السائل الشوكي	تركيز السبيابتيرين في السائل الدماغي الشوكي أعلى من الحد الأعلى الطبيعي.
HP:6000976	Intrahepatic inclusion bodies	أجسام شمولية داخل الكبد	أجسام في خلايا الكبد	تجمعات نووية أو سيتوبلازمية من مواد يمكن صبغها داخل الخلايا الكبدية.
HP:6000977	Muscle vacuoles	الفجوات العضلية	فجوات في العضلات	وجود فجوات غير طبيعية (عضيات محاطة بغشاء) في الساركوليما. غالبًا ما ترتبط الفجوات بأجسام متضمنة إيوزينوفيلية في السيتوبلازم وأحيانًا في النواة.
HP:6000978	Nonrimmed muscle vacuoles	فجوات عضلية غير محاطة بحافتية	فجوات غير محاطة بحافة في العضلات	وجود فجوات غير طبيعية (عضيات محاطة بغشاء) في الساركوليما. في صبغة الهيماتوكسلين والأيوزين، تفتقر الفجوات غير المحاطة بحافة إلى الحدود المظلمة الواضحة (الحافة) التي تُرى في الفجوات المحاطة بحافة.
HP:6000979	Reduced hepatic glycogen phosphorylase activity	انخفاض نشاط فوسفوريلاز الجليكوجين في الكبد	انخفاض إنزيم الكبد لهضم الجليكوجين	نشاط أو تركيز فوسفوريلاز الجليكوجين L في الكبد أقل من الحد الأدنى الطبيعي.
HP:6000980	Bone marrow hemophagocytosis	البلعمة الدموية في نخاع العظم	التهاب في نخاع العظام يتعلق بالبلعمة	البلعمة لخلايا الدم الحمراء أو الخلايا اللمفاوية أو الخلايا السلفية الدموية الأخرى بواسطة الخلايا النسيجية أو البلعميات في نخاع العظم.
HP:6000981	Splenic granulomatosis	الالتهاب الحبيبي في الطحال	التهاب في الطحال بالحبيبات	التهاب في الطحال يتضمن استجابة حبيبية، أي استجابة التهابية غير محددة تشمل الغرانولومات، والتي تُعرف بأنها مجموعة منظمة من البلعميات الأحادية الناضجة بما في ذلك الخلايا الخلوية والخلايا العملاقة.
HP:6000982	Immediate detumescence of penis at time of symptom onset	الانكماش الفوري للقضيب عند بداية الأعراض	فقدان الانتصاب مع بدء الألم	فقدان الانتصاب عند نقطة زمنية لشعور الألم أو ظهور الأعراض الأخرى.
HP:6000983	History of aortic valve replacement	تاريخ استبدال صمام الأبهر	استبدال سابق لصمام القلب	تاريخ في إجراء استبدال جراحي لصمام الأبهر.
HP:0025601	Inferior rectus muscle weakness	ضعف العضلة المستقيمة السفلية	ضعف في حركة العين للأسفل	انخفاض قوة العضلة المستقيمة السفلية.
HP:0025602	Inferior rectus muscle restriction	تقييد العضلة المستقيمة السفلية	عدم قدرة حركة العين للأسفل	تقييد ميكانيكي لنطاق حركة العضلة المستقيمة السفلية.
HP:0025603	Abnormal superior rectus muscle physiology	فيسيولوجيا غير طبيعية للعضلة المستقيمة العلوية	مشكلة في العضلة العلوية للعين	شذوذ وظيفي في العضلة المستقيمة العلوية، وهي عضلة خارج العين يتم تعصيبها بواسطة الفرع العلوي للعصب المحرك للعين، ووظيفتها الرئيسية هي رفع مقلة العين.
HP:0025604	Orbital schwannoma	ورم شواني مداري	ورم حول العين	الورم الشواني (ورم حميد، عادة ما يكون مغلفاً وينمو ببطء ويتكون من خلايا شوان) الموجود في الحجاج.
HP:0025605	Lid lag on downgaze	تأخر الجفن العلوي عند النظر للأسفل	تأخر نزول الجفن	تأخر نزول الجفن العلوي عند النظر للأسفل. يوصف أيضاً من قبل بعض المؤلفين كعلامة فون جريفه.
HP:0025606	Abnormal medial rectus muscle physiology	فيسيولوجيا غير طبيعية للعضلة المستقيمة الوسطى	مشكلة في العضلة الوسطى للعين	شذوذ وظيفي في العضلة المستقيمة الوسطى، وهي عضلة خارج العين يتم تعصيبها بواسطة الفرع السفلي للعصب المحرك للعين والوظيفة الوحيدة لها هي تقريب مقلة العين.
HP:0025607	Upper eyelid entropion	شتر داخلي للجفن العلوي	انقلاب الجفن للداخل	انعطاف حافة الجفن العلوي إلى الداخل.
HP:0025608	Cicatricial ectropion	شتر خارجي ندبي	انقلاب الجفن للخارج بسبب ندبة	انعطاف خارجي أو دوران حافة الجفن (أي الشتر الخارجي) بسبب تقصير أو انكماش الطبقات الأمامية أو الوسطى المرتبط بالتندب.
HP:0025609	Anterior blepharitis	التهاب الجفن الأمامي	التهاب في حافة الجفن	نوع من التهاب الجفن يؤثر على جلد الجفن وقاعدة الرموش وبصيلات الرموش.
HP:0025610	Posterior blepharitis	التهاب الجفن الخلفي	التهاب الغدد في الجفن	نوع من التهاب الجفن يؤثر على الغدد الميبومية وفتحاتها. يمكن أن يرتبط هذا الشذوذ بطيف من المظاهر التي تتراوح بين إفرازات دهنية من الغدد الميبومية (رغوة الغدد الميبومية) والتهاب الغدد الميبومية، إلى وجود كيسات عينية.
HP:6000984	Coved type ST segment elevation	ارتفاع مقطع ST من النوع المغطى	ارتفاع غير طبيعي في نبض القلب	ارتفاع في مقطع ST بمقدار لا يقل عن 2 ملم في الحد الأدنى في إحدى القنوات الصدرية اليمنى (V1 إلى V3)، يليه موجة r' ومقطع ST مقعر أو مستقيم. يمر مقطع ST النازل عبر الخط المتساوي الكهربية ويليه موجة T سلبية ومتماثلة.
HP:6000985	Saddle-back type ST segment elevation	ارتفاع مقطع ST من النوع السرج	ارتفاع في تخطيط القلب	ارتفاع في مقطع ST بمقدار لا يقل عن 0.5 ملم (بوجه عام لا يقل عن 2 ملم في V2) في الحد الأدنى في إحدى القنوات الصدرية اليمنى (V1 إلى V3)، يليه مقطع ST محدب. قد تتداخل موجة r' مع نقطة J أو لا، ولكنها تحتوي على ميل بطيء إلى الأسفل. يلي مقطع ST موجة T إيجابية في V2 ويكون لها شكل متغير في V1.
HP:6000986	Substantially elevated circulating ethanol concentration	تركيز مرتفع بشكل كبير للكحول الإيثيلي في الدم	تسمم الكحول	تركيز من الإيثانول في الدم يتوافق مع تسمم الكحول، ويُعتبر عموماً 0.0800 جرام/ديسيلتر أو أعلى.
HP:6000987	Tortuous appearance of the stomach	المظهر الملتوي للمعدة	التواء المعدة	التواء أو انحناء غير طبيعي للمعدة.
HP:6000988	Cochlear nerve aplasia	عدم تخلق العصب القوقعي	فقدان السمع بسبب عدم وجود العصب السمعي	عيب تطوري يتسبب في غياب العصب القوقعي مما يؤدي إلى فقدان في السمع الحسي العصبي.
HP:6000989	Slit-like lateral ventricle	مظهر شقي للبطين الجانبي	بطين جانبي صغير	بطين جانبي صغير بشكل غير طبيعي يظهر على شكل شق.
HP:6001231	Corneal stromal vascularisation	توعّي سدى القرنية	أوعية دموية في القرنية	نمو غير طبيعي للأوعية الدموية في سدى القرنية، وغالبًا ما يرتبط بالهربس العيني أو الالتهابات المزمنة أو نقص الأكسجين. قد يؤدي هذا الوضع إلى تندب القرنية وضعف الرؤية.
HP:6001232	Corneal iron line	خط الحديد بالقرنية	ترسب الحديد في القرنية	ترسب خطي أو مقوس للحديد داخل ظهارة أو سدى القرنية، وعادة ما يرتبط بحالات مثل القرنية المخروطية أو تدهور القرنية أو التغيرات بعد الجراحة.
HP:6001233	Conjunctivochalasis	تراكم الملتحمة	زوائد جلدية في عينك	حالة تتميز بنسيج ملتحمة زائد ومرن، يوجد عادةً بين المقلة والجفن السفلي، وقد يسبب عدم الراحة في العين أو عدم استقرار الغشاء الدمعي أو تدفق الدموع بشكل طبيعي.
HP:6001234	Conjunctival hyperpigmentation	فرط التصبغ في الملتحمة	بقع سوداء في بياض العين	زيادة تصبغ الملتحمة، ويتسم بتغير لون بني أو أسود نتيجة تزايد الخلايا الميلانينية أو ترسب الصبغة. قد يرتبط بحالات حميدة مثل التصبغ المكتسب الأولي أو التحول الخبيث إلى سرطان الملتحمة.
HP:6001235	Anti-Saccharomyces cerevisiae antibodies	الأجسام المضادة ضد خميرة السكرومايسيز سيريفيسيا	الأجسام المضادة ضد خميرة	الأجسام المضادة التي تستهدف المستضدات الموجودة في الجدار الخلوي للخميرة السكرومايسيز سيريفيسيا.
HP:6001236	Elevated fraction exhaled nitric oxide	زيادة نسبة أكسيد النيتريك في الزفير	زيادة أكسيد النيتريك في النفس	زيادة نسبة أكسيد النيتريك في الزفير (FeNO) فوق الحدود الطبيعية. أكسيد النيتريك هو جزيء غازي داخلي يمكن قياسه في اختبار النفس البشري بسبب التهاب المجاري الهوائية. تمت دراسته بشكل كبير كعلامة على الالتهاب ودمجه في استراتيجيات إدارة الربو.
HP:6001237	Iris hyperemia	احتقان قزحية العين	احمرار قزحية العين	حالة تتميز بزيادة تدفق الدم واحتقان الأوعية الدموية في القزحية، مما يؤدي إلى تغير لون القزحية إلى الأحمر. عادةً ما يرتبط احتقان القزحية بالتهاب القزحية الأمامي أو زرق الزاوية الإغلاق أو التهاب العين.
HP:6001238	Elevated circulating reticulated platelet count	زيادة عدد الصفائح الدموية الشبكية المتداولة	زيادة الصفائح الدموية الشبكية	عدد الصفائح الدموية الشبكية لكل وحدة حجم من الدم في الدورة الدموية المحيطية هو أعلى من الحد العلوي الطبيعي.
HP:6001239	Reduced circulating reticulated platelet count	انخفاض عدد الصفائح الدموية الشبكية المتداولة	نقص الصفائح الدموية الشبكية	عدد الصفائح الدموية الشبكية لكل وحدة حجم من الدم في الدورة الدموية المحيطية أقل من الحد الأدنى الطبيعي.
HP:6001240	Abnormal circulating reticulated platelet count	عدد الصفائح الدموية الشبكية المتداولة غير طبيعي	عدد غير طبيعي للصفائح الدموية الشبكية	عدد الصفائح الدموية الشبكية لكل وحدة حجم من الدم في الدورة الدموية المحيطية خارج الحدود الطبيعية.
HP:6001241	Flexed posturing of finger	وضع الانثناء للأصبع	انعكاس الأصبع	علامة يمكن ملاحظتها في الأمراض مثل التهاب الوتر المثني قيحي أو صديدي، حيث يتم حمل الإصبع المصاب في وضعية الانثناء. غالباً ما يكون هناك ألم عند محاولة تمديد الإصبع بشكل سلبي. يجب تمييز هذا من التقلص الذي يحدث في مفصل الإصبع حيث يكون وضع الانثناء ثابتاً.
HP:6001242	Positive synovial fluid alpha-defensin	زيادة ألفا-ديفنسين في السائل الزليلي	تواجد ألفا-ديفنسين في السائل الزليلي	زيادة تركيز الألفا-ديفنسين في مسحة السائل الزليلي عن الحد الأقصى الطبيعي. اختبار ألفا-ديفنسين هو اختبار مناعي نوعي مُحسّن ومُثبت للسائل الزليلي. البروتين ألفا-ديفنسين هو ببتيد مضاد للميكروبات يفرزه الخلايا المحببة استجابةً للعوامل الممرضة في السائل الزليلي.
HP:6001243	Physeal fracture	كسر فيزيائي	كسر الطبقة النامية	كسور سلتر هاريس (الكسور الفيزيائية) تشير إلى الكسور في الطبقة النامية (الفيزيس)، وتطبق بشكل خاص على كسور العظام في الأطفال.
HP:6001244	Salter I fracture	كسر سلتر الأول	كسر فيزيائي الأول	نوع من الكسور الفيزيائية (سلتر هاريس) حيث يمتد خط الكسر من خلال الفيزيس أو داخل الطبقة النامية. تحدث الكسور من النوع الأول نتيجة للقوة الطولية المطبقة عبر الفيزيس، والتي تفصل المشاشة عن الكردوس.
HP:0025626	Increased circulating oleate level	ارتفاع مستوى الأوليات في الدورة الدموية	ارتفاع حمض الأوليات في الدم	وجود تركيز أعلى من المعتاد من حمض الأوليات في الدورة الدموية.
HP:0025627	Increased circulating octadecanoate level	Increased circulating octadecanoate level	ارتفاع أوكتاديكانوات في الدم	وجود تركيز أعلى من المعتاد من أوكتاديكانوات في الدورة الدموية. أوكتاديكانوات هو أيون حمض دهني 18:0 وهو القاعدة المرافقة لحمض الأوكتاديكانويك (حمض الأستيريك).
HP:0025628	Increased circulating myristoleate level	Increased circulating myristoleate level	ارتفاع ميريستوليات في الدم	وجود تركيز أعلى من المعتاد من ميريستوليات في الدورة الدموية.
HP:0025629	Anti-myelin-associated glycoprotein antibody positivity	حضور الأجسام المضادة لبروتين المايلين المرتبط	أجسام مضادة ضد بروتين المايلين	وجود الأجسام المضادة الذاتية (الجلوبيولين المناعي) في المصل التي تتفاعل ضد بروتين المايلين المرتبط.
HP:0025630	Argininosuccinic aciduria	أرجينينوسكسينيك أسيدوريا	زيادة الأرجينينوسكسينات في البول	زيادة كمية الأرجينينوسكسينات في البول.
HP:0025631	Alpha-aminobutyric aciduria	ألفا-أمينوبيوتيريك أسيدوريا	زيادة الألفا-أمينوبيوتيريك أسيد في البول	زيادة كمية حمض الألفا-أمينوبيوتيريك في البول.
HP:0025633	Abnormal ureter morphology	تشوه في شكل الحالب	تشوه في الحالب	خلل هيكلي في الحالب، وهو القناة التي تمرر البول من الكلية إلى المثانة.
HP:0025634	Abnormal ureter physiology	خلل في وظيفة الحالب	خلل وظيفي في الحالب	خلل وظيفي في الحالب، وهو القناة التي تمرر البول من الكلية إلى المثانة.
HP:0025635	Ureteral polyp	سليلة الحالب	نمو في الحالب	نمو بارز من الغشاء المخاطي للحالب. ويمكن أن تكون السليلة متصلة بالحالب عبر قاعدة عريضة أو عنق ضيق.
HP:0025636	Endometritis	التهاب بطانة الرحم	التهاب الرحم	التهاب بطانة الرحم الداخلية (البطانة الرحمية).
HP:6001245	Salter II fracture	كسر سالتر نوع II	كسر بالعظم قرب المفصل	نوع من كسور الغضروف النمائي (كسور سالتر-هاريس) حيث يمتد الكسر عبر الغضروف والمشاشة. هذه الكسور شائعة وتحدث بعيداً عن مساحة المفصل. عندما تظهر زاوية صغيرة من المشاشة، يُعرف ذلك بعلامة الزاوية أو الجزء الرُكني لثورستون هولاند.
HP:6001246	Salter III fracture	كسر سالتر نوع III	كسر داخل المفصل بالعظم	نوع من كسور الغضروف النمائي (كسور سالتر-هاريس) حيث يكون الكسر داخل المفصل ويمتد من الغضروف إلى المشاشة.
HP:6001247	Salter IV fracture	كسر سالتر نوع IV	كسر شامل للمفصل و العظم	نوع من كسور الغضروف النمائي (كسور سالتر-هاريس) حيث يكون الكسر داخل المفصل ويمر عبر المشاشة، الغضروف، والمشاشة.
HP:6001248	Salter V fracture	كسر سالتر نوع V	إصابة سحق لصفحة النمو	نوع من كسور الغضروف النمائي (كسور سالتر-هاريس) نتيجة إصابة سحق أو ضغط لصفحة النمو. في النوع V، يُنقل الضغط عبر المشاشة والغضروف، مما قد يعرقل المصفوفة الجرثومية، المنطقة المتضخمة، والإمداد الدموي.
HP:6001249	Nail bed laceration	تمزق سرير الظفر	جرح تحت الظفر	قطع أو إصابة في النسيج اللين تحت الظفر اليدوي أو الظفر القدم.
HP:6001250	History of distal radius fracture	تاريخ كسر المسافة البعيدة لعظم الكعبرة	تاريخ كسر في الذراع	تاريخ حديث أو قديم لكسر المسافة البعيدة لعظم الكعبرة في الذراع المصابة.
HP:6001251	History of triangular fibrocartilage complex tear	تاريخ تمزق المجمع الليفي الغضروفي المثلثي	تاريخ إصابة في الرسغ	تاريخ حديث أو قديم لتمزق في المجمع الليفي الغضروفي المثلثي (TFCC). المجمع الليفي الغضروفي المثلثي هو هيكل يحمل الوزن بين العظم القمري والعظم الهرمي ورأس الزند. تكمن وظيفة المجمع في تثبيت جانب الزند للمعصم. ويكون عرضة لإصابة حادة أو تنكسية مزمنة.
HP:6001252	Reduced plantar creases	نقص في تجاعيد الأخمص	قلة تجاعيد في باطن القدم	التجاعيد الموجودة على باطن القدم أقل وضوحاً من المعتاد أو غائبة.
HP:6001253	Skin burn	حرق الجلد	حرق	تلف في الجلد والأنسجة التحتية تسببه عوامل مثل الحرارة، المواد الكيميائية، الكهرباء، الإشعاع، أو الاحتكاك، مما يؤدي إلى الألم، الاحمرار، التورم، وأحياناً ظهور فقاعات أو احتراق البشرة.
HP:6001254	Elevanted carboxysterol concentration in cultured lymphoblasts	ارتفاع تركيز الكربوكسيستيرول في الخلايا الليمفاوية المزروعة	زيادة في تركيز مادة في خلايا	تركيز الكربوكسيستيرولات في الخلايا الليمفاوية المزروعة في وسط ناقص الكولسترول يكون أقل من الحد الأدنى الطبيعي.
HP:0025611	Epicanthus superciliaris	الطيّة الجفنية الفوق حجاجية	طيّة الجلد قرب العين	نوع من الطيّة الجفنية حيث تكون الطيّات متسعة أكثر ومبتدئة من الحاجب، وتغطي الجزء الأمامي والجانبي من الزاوية الداخلية للعين (الزاوية الوسطى للعين).
HP:0025612	Corneal astigmatism	الاستجماتيزم القرني	تشوه القرنية البصرية	نوع من خطأ الانكسار المرتبط بانحناءات غير طبيعية على السطح الأمامي أو الخلفي للقرنية.
HP:0025613	Focal emotional seizure	نوبة عاطفية بؤرية	نوبة عاطفية	نوبات تظهر فيها العاطفة أو الإحساس بوجود عاطفة كميزة مبكرة وبارزة، مثل الخوف أو الفرح التلقائي أو النشوة أو الضحك (الهزلية) أو البكاء (الدمعية). قد تحدث هذه النوبات العاطفية مع أو بدون علامات سريرية موضوعية لنوبة واضحة للمراقب.
HP:0025615	Abscess	خراج	خراج	الخراج هو تجمع موضعي لمادة صديدية محاطة بالتهاب ونسيج حبيبي.
HP:0025616	Sterile abscess	خراج عقيم	خراج غير معدي	الخراج الذي لم يتسبب فيه عدوى بالبكتيريا المقيحة. افتراضياً، يتم التوصل إلى أن الخراج عقيم إذا لم تكشف الفحوصات المتعلقة بالخراج عن أي دليل على الكائنات المسببة للأمراض.
HP:0025617	Abnormal plasma cell count	عدد الخلايا البلازمية غير طبيعي	خلل في عدد الخلايا البلازمية	عدد غير طبيعي من الخلايا البلازمية في الدورة الدموية. الخلايا البلازمية هي الخلايا المؤثرة المخصصة لإنتاج كمية كبيرة من الأجسام المضادة.
HP:0025618	Reduced plasma cell count	عدد منخفض من الخلايا البلازمية	نقص الخلايا البلازمية	عدد منخفض بشكل غير طبيعي من الخلايا البلازمية في الدورة الدموية. الخلايا البلازمية هي الخلايا المؤثرة المخصصة لإنتاج كمية كبيرة من الأجسام المضادة.
HP:0025619	Elevated plasma cell count	عدد مرتفع من الخلايا البلازمية	زيادة الخلايا البلازمية	عدد مرتفع بشكل غير طبيعي من الخلايا البلازمية في الدورة الدموية. الخلايا البلازمية هي الخلايا المؤثرة المخصصة لإنتاج كمية كبيرة من الأجسام المضادة.
HP:0025624	Decreased CD4+ effector memory T cell proportion	انخفاض نسبة خلايا الذاكرة المؤثرة CD4+ T	نقص خلايا الذاكرة T	انخفاض غير طبيعي في نسبة خلايا الذاكرة CD4+ T المؤثرة مقارنة بالعدد الكلي لخلايا T في الدم. هذه الخلايا الذاكرة تكون قصيرة العمر وتهاجر إلى موقع العدوى وتحاول القضاء على العامل الممرض. هذه الخلايا لها نمط ظاهري CD3-positive, CD4-positive, CD62L-negative, CCR7-negative, CD127-positive, CD45RA-negative, CD45RO-positive, و CD25-negative.
HP:0025625	Increased CD4+ effector memory T cell proportion	زيادة نسبة خلايا الذاكرة المؤثرة CD4+ T	زيادة خلايا الذاكرة T	زيادة غير طبيعية في نسبة خلايا الذاكرة CD4+ T المؤثرة. هذه الخلايا الذاكرة تكون قصيرة العمر وتهاجر إلى موقع العدوى وتحاول القضاء على العامل الممرض. قد يكون لهذه الخلايا نمط ظاهري CD3/CD4/CD62L-/CD45RA.
HP:6000242	Decreased circulating complement component 1s concentration	انخفاض تركيز مكون المكمل 1s في الدم	انخفاض C1s في الدم	تركيز مكون المكمل 1s (C1s) في الدورة الدموية أقل من الحد الأدنى للطبيعي.
HP:6000243	Reduced circulating corticosteroid-binding globulin concentration	انخفاض تركيز الغلوبولين الرابط للكورتيكوستيرويد في الدم	انخفاض بروتين رابط الكورتيزول في الدم	تركيز الغلوبولين الرابط للكورتيكوستيرويد في الدورة الدموية أقل من الحد الأدنى للطبيعي.
HP:6000244	Decreased circulating thyroglobulin concentration	انخفاض تركيز الغلوبولين الدرقي في الدم	انخفاض بروتين الغدة الدرقية في الدم	تركيز الثيروجلوبولين في الدورة الدموية أقل من الحد الأدنى للطبيعي.
HP:6000245	Elevated circulating granulocyte-macrophage colony-stimulating factor concentration	ارتفاع تركيز عامل تحفيز مستعمرات الخلايا المحببة والبالعة في الدم	ارتفاع GM-CSF في الدم	تركيز عامل تحفيز مستعمرات الخلايا المحببة والبالعة (GM-CSF) في الدورة الدموية فوق الحد الأعلى للطبيعي.
HP:6000246	Elevated CSF D-2-hydroxyglutaric acid concentration	ارتفاع تركيز حمض D-2-هيدروكسيغلوتاريك في السائل النخاعي	ارتفاع حمض D-2-هيدروكسيغلوتاريك في السائل النخاعي	تركيز حمض D-2-هيدروكسيغلوتاريك في السائل النخاعي (CSF) فوق الحد الأعلى للطبيعي.
HP:6000247	Esophageal mass	كتلة في المريء	تورم في المريء	تورم أو تضخم موضعي في المريء. عادة ما تُستخدم كلمة كتلة في المراحل المبكرة من التشخيص قبل تحديد طبيعة التورم بدقة.
HP:6000248	Bursa fluid crystals	بلورات في السائل الكيسي	وجود بلورات في سائل الجراب	وجود بلورات (صلبة مجهرية تشكل شبكات متميزة بزاويا ثابتة وجدران محددة) في سائل الجراب.
HP:6000249	Enlarged gastric folds	تضخم الطيات المعدية	طيات معدية عملاقة	تُعرف الطيات المعدية العملاقة أثناء التنظير على أنها زيادة في حجم الطيات المعدية وفقدان التسطيح.
HP:6000250	Gastric intraepithelial lymphocytosis	تسرب لمفاوي داخل ظهاري في المعدة	زيادة الخلايا الليمفاوية في بطانة المعدة	عدد الخلايا الليمفاوية الموجودة في الطبقة الظهارية من بطانة المعدة فوق الحد الأعلى للطبيعي.
